venue_sk,venue_name,season,team1_sk,team2_sk,toss_winner_team_sk,toss_decision,match_winner_team_sk,total_matches,team1_wins,team2_wins,batting_first_wins,chasing_wins,avg_first_innings_score,avg_second_innings_score,ingestionts
16,Holkar Cricket Stadium,2011,4,3,3,field,3,1,0,1,0,1,97.0,98.0,2026-01-07T06:33:37.858Z
25,Dr DY Patil Sports Academy,2011,10,2,2,field,2,1,0,1,0,1,136.0,138.0,2026-01-07T06:33:37.858Z
1,Himachal Pradesh Cricket Association Stadium,2011,9,6,9,bat,9,1,1,0,1,0,232.0,121.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2011,1,3,1,bat,1,1,1,0,1,0,152.0,141.0,2026-01-07T06:33:37.858Z
25,Dr DY Patil Sports Academy,2011,10,7,7,field,7,1,0,1,0,1,118.0,119.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2011,12,4,12,bat,4,1,0,1,0,1,133.0,134.0,2026-01-07T06:33:37.858Z
1,Himachal Pradesh Cricket Association Stadium,2011,2,9,9,field,2,1,1,0,1,0,198.0,116.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2011,11,10,11,bat,,1,0,0,0,0,56.0,0.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2011,1,6,6,field,6,1,0,1,0,1,128.0,129.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2011,7,12,12,field,12,1,0,1,0,1,175.0,178.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2011,6,1,1,field,1,1,0,1,0,1,175.0,177.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2011,7,12,12,field,12,1,0,1,0,1,147.0,148.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2011,6,12,12,field,6,1,1,0,1,0,185.0,142.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2011,1,6,1,bat,1,1,1,0,1,0,205.0,147.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,1,12,12,field,12,1,0,1,0,1,112.0,115.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2012,7,11,11,field,11,1,0,1,0,1,97.0,100.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2012,10,12,12,field,10,1,1,0,1,0,129.0,101.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2012,4,9,9,field,4,1,1,0,1,0,191.0,160.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2012,6,11,11,field,6,1,1,0,1,0,157.0,137.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012,1,2,2,field,1,1,1,0,1,0,193.0,119.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2012,4,7,7,field,4,1,1,0,1,0,164.0,142.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,10,9,10,bat,10,1,1,0,1,0,166.0,144.0,2026-01-07T06:33:37.858Z
30,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012,2,12,2,bat,12,1,0,1,0,1,138.0,142.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2012,7,6,6,field,7,1,1,0,1,0,165.0,123.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2012,1,11,11,field,11,1,0,1,0,1,110.0,111.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2012,12,4,4,field,12,1,1,0,1,0,197.0,170.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,6,1,6,bat,1,1,0,1,0,1,205.0,208.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2012,10,9,9,field,9,1,0,1,0,1,115.0,116.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2012,4,7,4,bat,7,1,0,1,0,1,131.0,137.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2012,2,11,2,bat,11,1,0,1,0,1,157.0,162.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,1,10,1,bat,10,1,0,1,0,1,155.0,156.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2012,9,7,7,field,9,1,1,0,1,0,134.0,132.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2012,4,6,4,bat,4,1,1,0,1,0,195.0,136.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2012,12,11,11,field,11,1,0,1,0,1,92.0,93.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2012,2,4,2,bat,4,1,0,1,0,1,196.0,197.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2012,10,6,10,bat,6,1,0,1,0,1,182.0,186.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2012,9,7,9,bat,7,1,0,1,0,1,124.0,127.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2012,2,11,2,bat,11,1,0,1,0,1,187.0,193.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,1,10,10,field,1,1,1,0,1,0,164.0,151.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2012,9,6,6,field,6,1,0,1,0,1,163.0,166.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,4,1,4,bat,1,1,0,1,0,1,146.0,147.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2012,10,11,11,field,10,1,1,0,1,0,192.0,172.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2012,12,9,12,bat,9,1,0,1,0,1,163.0,164.0,2026-01-07T06:33:37.858Z
4,Barabati Stadium,2012,2,7,7,field,7,1,0,1,0,1,126.0,127.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2012,6,4,4,field,6,1,1,0,1,0,189.0,143.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,10,11,10,bat,11,1,0,1,0,1,146.0,148.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2012,9,12,9,bat,12,1,0,1,0,1,168.0,171.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,2,10,2,bat,2,1,1,0,1,0,177.0,159.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2012,11,12,12,field,11,1,1,0,1,0,207.0,170.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,9,1,9,bat,9,1,1,0,1,0,156.0,149.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2012,7,6,7,bat,7,1,1,0,1,0,190.0,143.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2012,11,4,11,bat,11,1,1,0,1,0,152.0,151.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2012,2,12,12,field,12,1,0,1,0,1,100.0,101.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,1,7,1,bat,7,1,0,1,0,1,139.0,140.0,2026-01-07T06:33:37.858Z
4,Barabati Stadium,2012,2,10,2,bat,2,1,1,0,1,0,186.0,173.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2012,4,11,4,bat,11,1,0,1,0,1,141.0,144.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2012,6,9,9,field,9,1,0,1,0,1,158.0,163.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,12,10,12,bat,12,1,1,0,1,0,120.0,119.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,1,2,1,bat,1,1,1,0,1,0,160.0,150.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2012,7,10,7,bat,7,1,1,0,1,0,150.0,143.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2012,4,9,4,bat,4,1,1,0,1,0,177.0,134.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2012,1,12,12,field,12,1,0,1,0,1,173.0,174.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2012,2,6,6,field,6,1,0,1,0,1,181.0,185.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2012,11,7,11,bat,7,1,0,1,0,1,153.0,154.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,10,4,10,bat,4,1,0,1,0,1,125.0,126.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2012,9,2,2,field,9,1,1,0,1,0,170.0,145.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2012,12,6,6,field,6,1,0,1,0,1,141.0,142.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2012,4,1,1,field,1,1,0,1,0,1,126.0,127.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,6,10,10,field,6,1,1,0,1,0,173.0,138.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2012,12,7,12,bat,12,1,1,0,1,0,182.0,155.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,11,1,1,field,1,1,0,1,0,1,114.0,115.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2012,4,10,4,bat,4,1,1,0,1,0,170.0,125.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2012,2,9,2,bat,9,1,0,1,0,1,190.0,194.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2012,6,12,12,field,12,1,0,1,0,1,171.0,173.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2012,7,1,1,field,1,1,0,1,0,1,158.0,160.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2012,9,11,9,bat,11,1,0,1,0,1,136.0,140.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2012,7,12,12,field,7,1,1,0,1,0,140.0,108.0,2026-01-07T06:33:37.858Z
1,Himachal Pradesh Cricket Association Stadium,2012,1,9,9,field,9,1,0,1,0,1,120.0,123.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2012,6,11,11,field,6,1,1,0,1,0,215.0,194.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2012,4,2,4,bat,2,1,0,1,0,1,126.0,128.0,2026-01-07T06:33:37.858Z
1,Himachal Pradesh Cricket Association Stadium,2012,9,11,11,field,11,1,0,1,0,1,141.0,145.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,7,10,7,bat,7,1,1,0,1,0,136.0,102.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2012,2,6,6,field,2,1,1,0,1,0,132.0,123.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2012,4,12,4,bat,12,1,0,1,0,1,162.0,163.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2012,7,11,7,bat,7,1,1,0,1,0,162.0,144.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2012,1,12,12,field,1,1,1,0,1,0,187.0,149.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,1,11,11,field,1,1,1,0,1,0,222.0,136.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2012,1,7,1,bat,7,1,0,1,0,1,190.0,192.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2013,11,7,7,field,7,1,0,1,0,1,128.0,129.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2013,6,12,12,field,6,1,1,0,1,0,156.0,154.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2013,0,10,10,field,0,1,1,0,1,0,126.0,104.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2013,4,11,4,bat,4,1,1,0,1,0,165.0,160.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2013,12,1,12,bat,12,1,1,0,1,0,148.0,139.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2013,10,9,10,bat,9,1,0,1,0,1,99.0,100.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2013,6,0,6,bat,0,1,0,1,0,1,130.0,130.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2013,4,7,7,field,4,1,1,0,1,0,144.0,125.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2013,12,11,12,bat,12,1,1,0,1,0,209.0,165.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2013,9,1,1,field,1,1,0,1,0,1,138.0,139.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2013,7,6,6,field,6,1,0,1,0,1,154.0,158.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2013,4,10,4,bat,10,1,0,1,0,1,145.0,148.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2013,11,0,11,bat,0,1,0,1,0,1,114.0,115.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2013,12,10,12,bat,12,1,1,0,1,0,183.0,142.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2013,6,1,1,field,1,1,0,1,0,1,165.0,166.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2013,7,0,7,bat,7,1,1,0,1,0,180.0,132.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2013,9,4,4,field,4,1,0,1,0,1,124.0,126.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2013,10,1,10,bat,10,1,1,0,1,0,159.0,135.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2013,9,7,7,field,9,1,1,0,1,0,157.0,153.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2013,11,6,6,field,6,1,0,1,0,1,152.0,152.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2013,0,10,10,field,0,1,1,0,1,0,119.0,108.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2013,4,12,4,bat,4,1,1,0,1,0,179.0,92.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2013,1,11,1,bat,1,1,1,0,1,0,169.0,83.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2013,9,0,9,bat,0,1,0,1,0,1,123.0,127.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2013,7,1,7,bat,1,1,0,1,0,1,119.0,124.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2013,4,6,6,field,6,1,0,1,0,1,117.0,123.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2013,12,11,12,bat,11,1,0,1,0,1,161.0,165.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2013,10,9,9,field,9,1,0,1,0,1,185.0,186.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2013,4,1,4,bat,1,1,0,1,0,1,185.0,186.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2013,6,10,10,field,6,1,1,0,1,0,263.0,133.0,2026-01-07T06:33:37.858Z
1,Himachal Pradesh Cricket Association Stadium,2013,9,11,11,field,9,1,1,0,1,0,171.0,164.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2013,7,12,7,bat,12,1,0,1,0,1,159.0,162.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2013,0,1,0,bat,1,1,0,1,0,1,159.0,160.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2013,9,7,9,bat,7,1,0,1,0,1,149.0,150.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2013,0,4,0,bat,4,1,0,1,0,1,144.0,146.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2013,12,6,12,bat,12,1,1,0,1,0,194.0,136.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2013,1,7,7,field,1,1,1,0,1,0,200.0,186.0,2026-01-07T06:33:37.858Z
17,Shaheed Veer Narayan Singh International Stadium,2013,11,10,10,field,11,1,1,0,1,0,164.0,149.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2013,6,4,4,field,4,1,0,1,0,1,171.0,173.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2013,12,9,12,bat,12,1,1,0,1,0,174.0,170.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2013,1,10,1,bat,1,1,1,0,1,0,164.0,127.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2013,12,0,12,bat,0,1,0,1,0,1,129.0,130.0,2026-01-07T06:33:37.858Z
17,Shaheed Veer Narayan Singh International Stadium,2013,7,11,7,bat,11,1,0,1,0,1,136.0,137.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2013,1,9,1,bat,1,1,1,0,1,0,186.0,171.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2013,6,10,6,bat,6,1,1,0,1,0,187.0,170.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2013,4,7,4,bat,7,1,0,1,0,1,132.0,133.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2013,11,0,11,bat,0,1,0,1,0,1,80.0,81.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2013,6,9,9,field,9,1,0,1,0,1,174.0,176.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2013,12,1,12,bat,12,1,1,0,1,0,139.0,79.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2013,10,4,10,bat,4,1,0,1,0,1,178.0,182.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2013,0,6,0,bat,6,1,0,1,0,1,161.0,162.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2013,11,4,11,bat,4,1,0,1,0,1,154.0,155.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2013,12,7,12,bat,12,1,1,0,1,0,170.0,105.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2013,1,0,0,field,1,1,1,0,1,0,223.0,146.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2013,9,4,4,field,4,1,0,1,0,1,145.0,147.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2013,7,10,7,bat,7,1,1,0,1,0,152.0,106.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2013,6,11,11,field,6,1,1,0,1,0,183.0,179.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2013,10,12,10,bat,12,1,0,1,0,1,112.0,116.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2013,0,9,9,field,0,1,1,0,1,0,150.0,120.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2013,6,7,7,field,7,1,0,1,0,1,115.0,116.0,2026-01-07T06:33:37.858Z
29,Sawai Mansingh Stadium,2013,1,4,4,field,4,1,0,1,0,1,141.0,144.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2013,11,9,9,field,9,1,0,1,0,1,120.0,121.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2013,0,12,0,bat,12,1,0,1,0,1,178.0,184.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2013,10,7,7,field,10,1,1,0,1,0,170.0,163.0,2026-01-07T06:33:37.858Z
31,"MA Chidambaram Stadium, Chepauk",2013,1,11,1,bat,1,1,1,0,1,0,168.0,135.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2013,12,4,4,field,12,1,1,0,1,0,166.0,152.0,2026-01-07T06:33:37.858Z
3,"Punjab Cricket Association Stadium, Mohali",2013,6,9,9,field,9,1,0,1,0,1,190.0,194.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2013,0,4,0,bat,0,1,1,0,1,0,136.0,113.0,2026-01-07T06:33:37.858Z
1,Himachal Pradesh Cricket Association Stadium,2013,9,12,12,field,9,1,1,0,1,0,183.0,133.0,2026-01-07T06:33:37.858Z
34,Subrata Roy Sahara Stadium,2013,10,11,10,bat,10,1,1,0,1,0,172.0,134.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2013,6,1,1,field,6,1,1,0,1,0,106.0,82.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2013,7,0,7,bat,0,1,0,1,0,1,130.0,132.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2013,1,12,1,bat,1,1,1,0,1,0,192.0,144.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2013,0,4,0,bat,4,1,0,1,0,1,132.0,135.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2013,4,12,4,bat,12,1,0,1,0,1,165.0,169.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2013,12,1,12,bat,12,1,1,0,1,0,148.0,125.0,2026-01-07T06:33:37.858Z
18,Sheikh Zayed Stadium,2014,7,12,7,bat,7,1,1,0,1,0,163.0,122.0,2026-01-07T06:33:37.858Z
19,Sharjah Cricket Stadium,2014,11,6,6,field,6,1,0,1,0,1,145.0,146.0,2026-01-07T06:33:37.858Z
18,Sheikh Zayed Stadium,2014,1,9,1,bat,9,1,0,1,0,1,205.0,206.0,2026-01-07T06:33:37.858Z
18,Sheikh Zayed Stadium,2014,0,4,4,field,4,1,0,1,0,1,133.0,135.0,2026-01-07T06:33:37.858Z
0,Dubai International Cricket Stadium,2014,12,6,6,field,6,1,0,1,0,1,115.0,116.0,2026-01-07T06:33:37.858Z
0,Dubai International Cricket Stadium,2014,7,11,7,bat,11,1,0,1,0,1,166.0,167.0,2026-01-07T06:33:37.858Z
19,Sharjah Cricket Stadium,2014,4,9,9,field,9,1,0,1,0,1,191.0,193.0,2026-01-07T06:33:37.858Z
18,Sheikh Zayed Stadium,2014,1,11,1,bat,1,1,1,0,1,0,177.0,84.0,2026-01-07T06:33:37.858Z
19,Sharjah Cricket Stadium,2014,9,0,0,field,9,1,1,0,1,0,193.0,121.0,2026-01-07T06:33:37.858Z
0,Dubai International Cricket Stadium,2014,1,4,4,field,1,1,1,0,1,0,140.0,133.0,2026-01-07T06:33:37.858Z
19,Sharjah Cricket Stadium,2014,7,6,6,field,7,1,1,0,1,0,150.0,148.0,2026-01-07T06:33:37.858Z
0,Dubai International Cricket Stadium,2014,0,11,0,bat,0,1,1,0,1,0,184.0,180.0,2026-01-07T06:33:37.858Z
0,Dubai International Cricket Stadium,2014,12,1,12,bat,1,1,0,1,0,1,141.0,142.0,2026-01-07T06:33:37.858Z
18,Sheikh Zayed Stadium,2014,6,4,4,field,4,1,0,1,0,1,70.0,71.0,2026-01-07T06:33:37.858Z
18,Sheikh Zayed Stadium,2014,9,7,7,field,9,1,1,0,1,0,132.0,109.0,2026-01-07T06:33:37.858Z
19,Sharjah Cricket Stadium,2014,12,11,12,bat,11,1,0,1,0,1,125.0,126.0,2026-01-07T06:33:37.858Z
19,Sharjah Cricket Stadium,2014,0,1,0,bat,1,1,0,1,0,1,145.0,146.0,2026-01-07T06:33:37.858Z
0,Dubai International Cricket Stadium,2014,6,9,9,field,9,1,0,1,0,1,124.0,127.0,2026-01-07T06:33:37.858Z
18,Sheikh Zayed Stadium,2014,4,7,4,bat,4,1,1,0,1,0,152.0,152.0,2026-01-07T06:33:37.858Z
0,Dubai International Cricket Stadium,2014,0,12,12,field,0,1,1,0,1,0,172.0,157.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2014,1,7,1,bat,1,1,1,0,1,0,148.0,114.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2014,9,12,9,bat,12,1,0,1,0,1,168.0,170.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,4,4,field,4,1,0,1,0,1,152.0,156.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,0,6,6,field,6,1,0,1,0,1,155.0,158.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2014,4,7,7,field,4,1,1,0,1,0,170.0,160.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,1,1,field,1,1,0,1,0,1,178.0,181.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2014,12,6,6,field,12,1,1,0,1,0,187.0,168.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,7,11,bat,7,1,0,1,0,1,160.0,161.0,2026-01-07T06:33:37.858Z
4,Barabati Stadium,2014,9,1,1,field,9,1,1,0,1,0,231.0,187.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2014,0,4,4,field,0,1,1,0,1,0,134.0,102.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,9,6,6,field,9,1,1,0,1,0,198.0,166.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,0,0,field,0,1,0,1,0,1,143.0,44.0,2026-01-07T06:33:37.858Z
21,Wankhede Stadium,2014,12,1,1,field,1,1,0,1,0,1,157.0,160.0,2026-01-07T06:33:37.858Z
4,Barabati Stadium,2014,9,7,7,field,7,1,0,1,0,1,149.0,150.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,6,4,6,bat,4,1,0,1,0,1,190.0,191.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2014,0,12,0,bat,12,1,0,1,0,1,157.0,160.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2014,4,1,4,bat,1,1,0,1,0,1,148.0,149.0,2026-01-07T06:33:37.858Z
10,M Chinnaswamy Stadium,2014,6,11,11,field,6,1,1,0,1,0,186.0,170.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2014,0,9,9,field,9,1,0,1,0,1,205.0,211.0,2026-01-07T06:33:37.858Z
4,Barabati Stadium,2014,12,7,7,field,7,1,0,1,0,1,141.0,142.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2014,4,11,11,field,4,1,1,0,1,0,201.0,139.0,2026-01-07T06:33:37.858Z
23,JSCA International Stadium Complex,2014,1,6,1,bat,6,1,0,1,0,1,138.0,142.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2014,0,7,0,bat,7,1,0,1,0,1,142.0,146.0,2026-01-07T06:33:37.858Z
2,"Sardar Patel Stadium, Motera",2014,12,4,12,bat,12,1,1,0,1,0,178.0,153.0,2026-01-07T06:33:37.858Z
11,Feroz Shah Kotla,2014,11,9,9,field,9,1,0,1,0,1,164.0,165.0,2026-01-07T06:33:37.858Z
12,"Rajiv Gandhi International Stadium, Uppal",2014,6,0,6,bat,0,1,0,1,0,1,160.0,161.0,2026-01-07T06:33:37.858Z
8,Eden Gardens,2014,1,7,7,field,7,1,0,1,0,1,154.0,156.0,2026-01-07T06:33:37.858Z
